time,energy,energy_error,position,velocity
6.7,0.5,-4.65228e-12,0.914383,-0.40485
6.71,0.5,-4.65916e-12,0.910289,-0.413973
6.72,0.5,-4.66616e-12,0.906104,-0.423055
6.73,0.5,-4.6731e-12,0.901828,-0.432095
6.74,0.5,-4.68003e-12,0.897462,-0.441092
6.75,0.5,-4.68692e-12,0.893006,-0.450044
6.76,0.5,-4.69397e-12,0.888461,-0.458951
6.77,0.5,-4.70091e-12,0.883827,-0.467813
6.78,0.5,-4.70785e-12,0.879105,-0.476628
6.79,0.5,-4.71484e-12,0.874295,-0.485395
6.8,0.5,-4.72183e-12,0.869397,-0.494113
6.81,0.5,-4.72877e-12,0.864413,-0.502782
6.82,0.5,-4.73566e-12,0.859342,-0.511401
6.83,0.5,-4.74265e-12,0.854185,-0.519969
6.84,0.5,-4.74953e-12,0.848943,-0.528485
6.85,0.5,-4.75642e-12,0.843616,-0.536948
6.86,0.5,-4.76341e-12,0.838204,-0.545357
6.87,0.5,-4.77035e-12,0.832709,-0.553711
6.88,0.5,-4.77729e-12,0.82713,-0.562011
6.89,0.5,-4.78417e-12,0.821469,-0.570254
6.9,0.5,-4.79117e-12,0.815725,-0.57844
6.91,0.5,-4.79816e-12,0.8099,-0.586568
6.92,0.5,-4.80505e-12,0.803994,-0.594637
6.93,0.5,-4.81204e-12,0.798007,-0.602648
6.94,0.5,-4.81898e-12,0.791941,-0.610597
6.95,0.5,-4.82592e-12,0.785796,-0.618486
6.96,0.5,-4.83286e-12,0.779572,-0.626313
6.97,0.5,-4.83974e-12,0.77327,-0.634077
6.98,0.5,-4.84657e-12,0.76689,-0.641778
6.99,0.5,-4.85362e-12,0.760434,-0.649415
7,0.5,-4.86056e-12,0.753902,-0.656987
7.01,0.5,-4.8675e-12,0.747295,-0.664493
7.02,0.5,-4.87443e-12,0.740613,-0.671932
7.03,0.5,-4.88143e-12,0.733856,-0.679305
7.04,0.5,-4.88842e-12,0.727027,-0.686609
7.05,0.5,-4.89542e-12,0.720124,-0.693845
7.06,0.5,-4.9023e-12,0.71315,-0.701011
7.07,0.5,-4.90924e-12,0.706104,-0.708108
7.08,0.5,-4.91623e-12,0.698988,-0.715133
7.09,0.5,-4.92317e-12,0.691802,-0.722087
7.1,0.5,-4.93011e-12,0.684547,-0.728969
7.11,0.5,-4.93705e-12,0.677223,-0.735778
7.12,0.5,-4.94393e-12,0.669831,-0.742513
7.13,0.5,-4.95087e-12,0.662373,-0.749174
7.14,0.5,-4.95787e-12,0.654848,-0.755761
7.15,0.5,-4.96475e-12,0.647258,-0.762271
7.16,0.5,-4.97169e-12,0.639603,-0.768705
7.17,0.5,-4.97868e-12,0.631884,-0.775063
7.18,0.5,-4.98557e-12,0.624102,-0.781343
7.19,0.5,-4.99245e-12,0.616257,-0.787545
7.2,0.5,-4.9995e-12,0.608351,-0.793668
7.21,0.5,-5.00644e-12,0.600384,-0.799712
7.22,0.5,-5.01343e-12,0.592357,-0.805675
7.23,0.5,-5.02032e-12,0.584271,-0.811559
7.24,0.5,-5.0272e-12,0.576126,-0.817361
7.25,0.5,-5.03408e-12,0.567924,-0.823081
7.26,0.5,-5.04113e-12,0.559665,-0.828719
7.27,0.5,-5.04813e-12,0.55135,-0.834274
7.28,0.5,-5.05507e-12,0.54298,-0.839746
7.29,0.5,-5.06206e-12,0.534555,-0.845133
7.3,0.5,-5.069e-12,0.526078,-0.850437
7.31,0.5,-5.07594e-12,0.517547,-0.855655
7.32,0.5,-5.08288e-12,0.508965,-0.860787
7.33,0.5,-5.08976e-12,0.500332,-0.865834
7.34,0.5,-5.0967e-12,0.491648,-0.870794
7.35,0.5,-5.1037e-12,0.482916,-0.875667
7.36,0.5,-5.11058e-12,0.474135,-0.880452
7.37,0.5,-5.11752e-12,0.465307,-0.885149
7.38,0.5,-5.12451e-12,0.456433,-0.889758
7.39,0.5,-5.13145e-12,0.447512,-0.894278
7.4,0.5,-5.13833e-12,0.438547,-0.898708
7.41,0.5,-5.14533e-12,0.429538,-0.903049
7.42,0.5,-5.15227e-12,0.420487,-0.907299
7.43,0.5,-5.15926e-12,0.411393,-0.911458
7.44,0.5,-5.16626e-12,0.402258,-0.915526
7.45,0.5,-5.17325e-12,0.393083,-0.919503
7.46,0.5,-5.18019e-12,0.383868,-0.923388
7.47,0.5,-5.18718e-12,0.374615,-0.92718
7.48,0.5,-5.19418e-12,0.365325,-0.93088
7.49,0.5,-5.20106e-12,0.355998,-0.934487
7.5,0.5,-5.20806e-12,0.346635,-0.938
7.51,0.5,-5.21494e-12,0.337238,-0.941419
7.52,0.5,-5.22188e-12,0.327807,-0.944745
7.53,0.5,-5.22882e-12,0.318344,-0.947975
7.54,0.5,-5.23576e-12,0.308848,-0.951111
7.55,0.5,-5.24264e-12,0.299322,-0.954152
7.56,0.5,-5.24958e-12,0.289765,-0.957098
7.57,0.5,-5.25652e-12,0.28018,-0.959947
7.58,0.5,-5.2634e-12,0.270567,-0.962701
7.59,0.5,-5.27034e-12,0.260926,-0.965359
7.6,0.5,-5.27728e-12,0.25126,-0.96792
7.61,0.5,-5.28422e-12,0.241568,-0.970384
7.62,0.5,-5.29116e-12,0.231852,-0.972751
7.63,0.5,-5.2981e-12,0.222114,-0.975021
7.64,0.5,-5.30509e-12,0.212352,-0.977193
7.65,0.5,-5.31203e-12,0.20257,-0.979268
7.66,0.5,-5.31891e-12,0.192767,-0.981244
7.67,0.5,-5.3258e-12,0.182945,-0.983123
7.68,0.5,-5.33273e-12,0.173105,-0.984903
7.69,0.5,-5.33973e-12,0.163248,-0.986585
7.7,0.5,-5.34672e-12,0.153374,-0.988168
7.71,0.5,-5.35361e-12,0.143485,-0.989653
7.72,0.5,-5.36055e-12,0.133581,-0.991038
7.73,0.5,-5.36754e-12,0.123664,-0.992324
7.74,0.5,-5.37453e-12,0.113735,-0.993511
7.75,0.5,-5.38142e-12,0.103794,-0.994599
7.76,0.5,-5.38836e-12,0.0938433,-0.995587
7.77,0.5,-5.3953e-12,0.083883,-0.996476
7.78,0.5,-5.40218e-12,0.0739142,-0.997265
7.79,0.5,-5.40906e-12,0.063938,-0.997954
7.8,0.5,-5.41606e-12,0.0539554,-0.998543
7.81,0.5,-5.42294e-12,0.0439675,-0.999033
7.82,0.5,-5.42993e-12,0.0339751,-0.999423
7.83,0.5,-5.43693e-12,0.0239793,-0.999712
7.84,0.5,-5.44381e-12,0.0139812,-0.999902
7.85,0.5,-5.45075e-12,0.00398162,-0.999992
7.86,0.5,-5.45763e-12,-0.00601833,-0.999982
7.87,0.5,-5.46457e-12,-0.0160177,-0.999872
7.88,0.5,-5.47151e-12,-0.0260154,-0.999662
7.89,0.5,-5.47845e-12,-0.0360106,-0.999351
7.9,0.5,-5.48545e-12,-0.0460021,-0.998941
7.91,0.5,-5.49238e-12,-0.0559891,-0.998431
7.92,0.5,-5.49932e-12,-0.0659704,-0.997822
7.93,0.5,-5.50632e-12,-0.0759452,-0.997112
7.94,0.5,-5.5132e-12,-0.0859123,-0.996303
7.95,0.5,-5.52014e-12,-0.0958709,-0.995394
7.96,0.5,-5.52713e-12,-0.10582,-0.994385
7.97,0.5,-5.53407e-12,-0.115758,-0.993277
7.98,0.5,-5.54096e-12,-0.125685,-0.99207
7.99,0.5,-5.5479e-12,-0.135599,-0.990764
8,0.5,-5.55483e-12,-0.1455,-0.989358
8.01,0.5,-5.56177e-12,-0.155386,-0.987854
8.02,0.5,-5.56882e-12,-0.165257,-0.986251
8.03,0.5,-5.57576e-12,-0.175111,-0.984549
8.04,0.5,-5.58276e-12,-0.184947,-0.982748
8.05,0.5,-5.5897e-12,-0.194765,-0.98085
8.06,0.5,-5.59675e-12,-0.204564,-0.978853
8.07,0.5,-5.60363e-12,-0.214342,-0.976759
8.08,0.5,-5.61057e-12,-0.224099,-0.974566
8.09,0.5,-5.61745e-12,-0.233833,-0.972277
8.1,0.5,-5.62439e-12,-0.243544,-0.96989
8.11,0.5,-5.63138e-12,-0.253231,-0.967406
8.12,0.5,-5.63827e-12,-0.262892,-0.964825
8.13,0.5,-5.64521e-12,-0.272527,-0.962148
8.14,0.5,-5.65209e-12,-0.282135,-0.959375
8.15,0.5,-5.65903e-12,-0.291714,-0.956506
8.16,0.5,-5.66602e-12,-0.301264,-0.953541
8.17,0.5,-5.67302e-12,-0.310785,-0.95048
8.18,0.5,-5.6799e-12,-0.320274,-0.947325
8.19,0.5,-5.68684e-12,-0.329731,-0.944075
8.2,0.5,-5.69378e-12,-0.339155,-0.940731
8.21,0.5,-5.70072e-12,-0.348545,-0.937292
8.22,0.5,-5.7076e-12,-0.3579,-0.93376
8.23,0.5,-5.71454e-12,-0.36722,-0.930134
8.24,0.5,-5.72148e-12,-0.376503,-0.926415
8.25,0.5,-5.72836e-12,-0.385748,-0.922604
8.26,0.5,-5.7353e-12,-0.394955,-0.918701
8.27,0.5,-5.7423e-12,-0.404122,-0.914705
8.28,0.5,-5.74929e-12,-0.413248,-0.910618
8.29,0.5,-5.75617e-12,-0.422334,-0.90644
8.3,0.5,-5.76317e-12,-0.431377,-0.902172
8.31,0.5,-5.77011e-12,-0.440377,-0.897813
8.32,0.5,-5.7771e-12,-0.449333,-0.893364
8.33,0.5,-5.78404e-12,-0.458244,-0.888827
8.34,0.5,-5.79092e-12,-0.467109,-0.8842
8.35,0.5,-5.79797e-12,-0.475928,-0.879484
8.36,0.5,-5.80491e-12,-0.484698,-0.874681
8.37,0.5,-5.8118e-12,-0.493421,-0.869791
8.38,0.5,-5.81873e-12,-0.502094,-0.864813
8.39,0.5,-5.82567e-12,-0.510717,-0.859749
8.4,0.5,-5.83267e-12,-0.519289,-0.854599
8.41,0.5,-5.83966e-12,-0.527809,-0.849363
8.42,0.5,-5.84666e-12,-0.536276,-0.844043
8.43,0.5,-5.8536e-12,-0.544689,-0.838638
8.44,0.5,-5.86053e-12,-0.553048,-0.833149
8.45,0.5,-5.86753e-12,-0.561352,-0.827577
8.46,0.5,-5.87452e-12,-0.569599,-0.821922
8.47,0.5,-5.88141e-12,-0.57779,-0.816185
8.48,0.5,-5.8884e-12,-0.585923,-0.810367
8.49,0.5,-5.89534e-12,-0.593997,-0.804467
8.5,0.5,-5.90233e-12,-0.602012,-0.798487
8.51,0.5,-5.90927e-12,-0.609967,-0.792427
8.52,0.5,-5.91627e-12,-0.61786,-0.786288
8.53,0.5,-5.92315e-12,-0.625692,-0.78007
8.54,0.5,-5.93003e-12,-0.633461,-0.773774
8.55,0.5,-5.93703e-12,-0.641167,-0.767401
8.56,0.5,-5.94391e-12,-0.648809,-0.760951
8.57,0.5,-5.95085e-12,-0.656386,-0.754425
8.58,0.5,-5.95779e-12,-0.663897,-0.747824
8.59,0.5,-5.96467e-12,-0.671342,-0.741147
8.6,0.5,-5.97161e-12,-0.67872,-0.734397
8.61,0.5,-5.97855e-12,-0.68603,-0.727573
8.62,0.5,-5.98555e-12,-0.693271,-0.720677
8.63,0.5,-5.99254e-12,-0.700443,-0.713708
8.64,0.5,-5.99948e-12,-0.707545,-0.706668
8.65,0.5,-6.00642e-12,-0.714576,-0.699557
8.66,0.5,-6.0133e-12,-0.721536,-0.692377
8.67,0.5,-6.02024e-12,-0.728424,-0.685127
8.68,0.5,-6.02729e-12,-0.735238,-0.677809
8.69,0.5,-6.03417e-12,-0.74198,-0.670422
8.7,0.5,-6.04111e-12,-0.748647,-0.662969
8.71,0.5,-6.04805e-12,-0.755239,-0.65545
8.72,0.5,-6.05505e-12,-0.761755,-0.647865
8.73,0.5,-6.06204e-12,-0.768196,-0.640215
8.74,0.5,-6.06892e-12,-0.77456,-0.632501
8.75,0.5,-6.07581e-12,-0.780846,-0.624724
8.76,0.5,-6.0828e-12,-0.787054,-0.616884
8.77,0.5,-6.08968e-12,-0.793183,-0.608983
8.78,0.5,-6.09668e-12,-0.799233,-0.601021
8.79,0.5,-6.10356e-12,-0.805203,-0.592999
8.8,0.5,-6.1105e-12,-0.811093,-0.584917
8.81,0.5,-6.11744e-12,-0.816902,-0.576777
8.82,0.5,-6.12443e-12,-0.822628,-0.568579
8.83,0.5,-6.13143e-12,-0.828273,-0.560325
8.84,0.5,-6.13831e-12,-0.833835,-0.552014
8.85,0.5,-6.14531e-12,-0.839313,-0.543648
8.86,0.5,-6.15219e-12,-0.844707,-0.535228
8.87,0.5,-6.15918e-12,-0.850017,-0.526755
8.88,0.5,-6.16618e-12,-0.855242,-0.518228
8.89,0.5,-6.17306e-12,-0.860382,-0.50965
8.9,0.5,-6.18006e-12,-0.865435,-0.501021
8.91,0.5,-6.187e-12,-0.870402,-0.492342
8.92,0.5,-6.19393e-12,-0.875282,-0.483613
8.93,0.5,-6.20082e-12,-0.880074,-0.474836
8.94,0.5,-6.20776e-12,-0.884778,-0.466012
8.95,0.5,-6.2147e-12,-0.889394,-0.457141
8.96,0.5,-6.22169e-12,-0.893921,-0.448224
8.97,0.5,-6.22857e-12,-0.898359,-0.439263
8.98,0.5,-6.23546e-12,-0.902706,-0.430257
8.99,0.5,-6.24245e-12,-0.906964,-0.421209
9,0.5,-6.24945e-12,-0.91113,-0.412118
9.01,0.5,-6.25638e-12,-0.915206,-0.402987
9.02,0.5,-6.26338e-12,-0.91919,-0.393815
9.03,0.5,-6.27026e-12,-0.923082,-0.384603
9.04,0.5,-6.2772e-12,-0.926882,-0.375353
9.05,0.5,-6.28408e-12,-0.930589,-0.366066
9.06,0.5,-6.29102e-12,-0.934203,-0.356742
9.07,0.5,-6.29796e-12,-0.937724,-0.347382
9.08,0.5,-6.30496e-12,-0.941151,-0.337988
9.09,0.5,-6.3119e-12,-0.944483,-0.328559
9.1,0.5,-6.31883e-12,-0.947722,-0.319098
9.11,0.5,-6.32577e-12,-0.950865,-0.309605
9.12,0.5,-6.33277e-12,-0.953914,-0.300081
9.13,0.5,-6.33971e-12,-0.956867,-0.290527
9.14,0.5,-6.34665e-12,-0.959724,-0.280944
9.15,0.5,-6.35364e-12,-0.962485,-0.271333
9.16,0.5,-6.36058e-12,-0.965151,-0.261695
9.17,0.5,-6.36757e-12,-0.967719,-0.252031
9.18,0.5,-6.37451e-12,-0.970191,-0.242341
9.19,0.5,-6.38145e-12,-0.972566,-0.232627
9.2,0.5,-6.38833e-12,-0.974844,-0.22289
9.21,0.5,-6.39527e-12,-0.977024,-0.21313
9.22,0.5,-6.40221e-12,-0.979106,-0.20335
9.23,0.5,-6.40915e-12,-0.981091,-0.193549
9.24,0.5,-6.41609e-12,-0.982977,-0.183728
9.25,0.5,-6.42297e-12,-0.984765,-0.173889
9.26,0.5,-6.42997e-12,-0.986455,-0.164033
9.27,0.5,-6.43696e-12,-0.988046,-0.154161
9.28,0.5,-6.4439e-12,-0.989538,-0.144273
9.29,0.5,-6.45084e-12,-0.990931,-0.13437
9.3,0.5,-6.45778e-12,-0.992225,-0.124454
9.31,0.5,-6.46483e-12,-0.99342,-0.114526
9.32,0.5,-6.47171e-12,-0.994516,-0.104586
9.33,0.5,-6.4786e-12,-0.995512,-0.0946361
9.34,0.5,-6.48559e-12,-0.996409,-0.0846764
9.35,0.5,-6.49258e-12,-0.997205,-0.0747083
9.36,0.5,-6.49958e-12,-0.997903,-0.0647327
9.37,0.5,-6.50657e-12,-0.9985,-0.0547506
9.38,0.5,-6.51351e-12,-0.998998,-0.044763
9.39,0.5,-6.52051e-12,-0.999395,-0.034771
9.4,0.5,-6.52739e-12,-0.999693,-0.0247754
9.41,0.5,-6.53433e-12,-0.999891,-0.0147774
9.42,0.5,-6.54127e-12,-0.999989,-0.00477794
9.43,0.5,-6.54826e-12,-0.999986,0.00522201
9.44,0.5,-6.5552e-12,-0.999884,0.0152215
9.45,0.5,-6.5622e-12,-0.999682,0.0252194
9.46,0.5,-6.56913e-12,-0.99938,0.0352148
9.47,0.5,-6.57602e-12,-0.998978,0.0452066
9.48,0.5,-6.58296e-12,-0.998476,0.055194
9.49,0.5,-6.59001e-12,-0.997874,0.0651758
9.5,0.5,-6.59683e-12,-0.997172,0.0751511
9.51,0.5,-6.60383e-12,-0.996371,0.0851189
9.52,0.5,-6.61071e-12,-0.99547,0.0950782
9.53,0.5,-6.61771e-12,-0.994469,0.105028
9.54,0.5,-6.62459e-12,-0.993369,0.114967
9.55,0.5,-6.63164e-12,-0.99217,0.124895
9.56,0.5,-6.63852e-12,-0.990871,0.13481
9.57,0.5,-6.64552e-12,-0.989474,0.144712
9.58,0.5,-6.6524e-12,-0.987977,0.154599
9.59,0.5,-6.6594e-12,-0.986382,0.164471
9.6,0.5,-6.66628e-12,-0.984688,0.174327
9.61,0.5,-6.67322e-12,-0.982895,0.184165
9.62,0.5,-6.6801e-12,-0.981005,0.193984
9.63,0.5,-6.6871e-12,-0.979016,0.203785
9.64,0.5,-6.69398e-12,-0.976929,0.213564
9.65,0.5,-6.70086e-12,-0.974745,0.223323
9.66,0.5,-6.70786e-12,-0.972463,0.233059
9.67,0.5,-6.71474e-12,-0.970083,0.242772
9.68,0.5,-6.72162e-12,-0.967607,0.25246
9.69,0.5,-6.72856e-12,-0.965034,0.262124
9.7,0.5,-6.73561e-12,-0.962365,0.271761
9.71,0.5,-6.7425e-12,-0.959599,0.281371
9.72,0.5,-6.74943e-12,-0.956738,0.290952
9.73,0.5,-6.75637e-12,-0.95378,0.300505
9.74,0.5,-6.76337e-12,-0.950728,0.310028
9.75,0.5,-6.77025e-12,-0.94758,0.319519
9.76,0.5,-6.77719e-12,-0.944337,0.328979
9.77,0.5,-6.78418e-12,-0.941,0.338406
9.78,0.5,-6.79107e-12,-0.937569,0.347799
9.79,0.5,-6.79795e-12,-0.934044,0.357157
9.8,0.5,-6.80489e-12,-0.930426,0.366479
9.81,0.5,-6.81188e-12,-0.926715,0.375765
9.82,0.5,-6.81882e-12,-0.922911,0.385013
9.83,0.5,-6.82576e-12,-0.919015,0.394223
9.84,0.5,-6.83265e-12,-0.915027,0.403393
9.85,0.5,-6.83958e-12,-0.910947,0.412523
9.86,0.5,-6.84658e-12,-0.906776,0.421612
9.87,0.5,-6.85352e-12,-0.902515,0.430658
9.88,0.5,-6.86051e-12,-0.898163,0.439662
9.89,0.5,-6.8674e-12,-0.893722,0.448621
9.9,0.5,-6.87433e-12,-0.889191,0.457536
9.91,0.5,-6.88127e-12,-0.884571,0.466405
9.92,0.5,-6.88821e-12,-0.879863,0.475227
9.93,0.5,-6.89515e-12,-0.875067,0.484002
9.94,0.5,-6.90203e-12,-0.870183,0.492728
9.95,0.5,-6.90903e-12,-0.865213,0.501405
9.96,0.5,-6.91597e-12,-0.860155,0.510032
9.97,0.5,-6.92296e-12,-0.855012,0.518608
9.98,0.5,-6.9299e-12,-0.849783,0.527132
9.99,0.5,-6.9369e-12,-0.84447,0.535603
10,0.5,-6.94383e-12,-0.839072,0.544021
10,0.5,-6.94383e-12,-0.839072,0.544021
